"104";"Estudiante 00104";"6.100000";"6.900000";"7.000000";"6.700000";"6.700000";"6.000000";"6.800000";"6.400000"
"105";"Estudiante 00105";"6.000000";"6.700000";"6.300000";"6.400000";"5.700000";"6.200000";"6.400000";"6.400000"
"106";"Estudiante 00106";"6.800000";"6.800000";"6.100000";"6.100000";"6.700000";"6.500000";"6.700000";"5.900000"
"107";"Estudiante 00107";"7.000000";"6.800000";"6.900000";"6.200000";"6.900000";"6.400000";"6.200000";"6.200000"
"108";"Estudiante 00108";"6.300000";"6.000000";"6.400000";"5.900000";"6.800000";"6.000000";"5.900000";"6.300000"
"109";"Estudiante 00109";"5.400000";"5.700000";"5.000000";"5.000000";"4.700000";"4.800000";"5.000000";"5.700000"
"110";"Estudiante 00110";"6.300000";"5.800000";"5.900000";"5.600000";"5.500000";"6.200000";"6.500000";"5.700000"
"111";"Estudiante 00111";"3.900000";"3.800000";"4.700000";"4.300000";"4.500000";"3.600000";"3.800000";"5.900000"
"112";"Estudiante 00112";"5.200000";"4.600000";"5.200000";"5.300000";"5.200000";"4.800000";"4.800000";"6.500000"
"113";"Estudiante 00113";"6.900000";"6.200000";"6.100000";"6.500000";"6.800000";"6.100000";"6.900000";"6.100000"
"114";"Estudiante 00114";"6.800000";"6.500000";"6.200000";"6.700000";"6.900000";"6.800000";"6.200000";"5.900000"
"115";"Estudiante 00115";"5.600000";"5.600000";"4.800000";"5.600000";"5.300000";"5.800000";"5.800000";"6.300000"
"116";"Estudiante 00116";"6.700000";"5.900000";"6.200000";"5.900000";"6.200000";"6.000000";"6.200000";"5.700000"
"117";"Estudiante 00117";"5.400000";"5.400000";"5.100000";"5.600000";"5.900000";"6.200000";"5.800000";"5.900000"
"118";"Estudiante 00118";"5.100000";"5.000000";"5.300000";"5.200000";"5.000000";"5.600000";"5.800000";"6.000000"
"119";"Estudiante 00119";"3.900000";"4.300000";"3.700000";"3.900000";"4.500000";"3.500000";"3.900000";"6.400000"
"120";"Estudiante 00120";"6.300000";"5.800000";"6.700000";"6.400000";"5.900000";"6.700000";"5.500000";"6.100000"
"121";"Estudiante 00121";"5.000000";"4.800000";"4.400000";"5.400000";"5.200000";"5.300000";"4.300000";"6.600000"
"122";"Estudiante 00122";"5.900000";"5.400000";"5.600000";"4.900000";"5.700000";"5.800000";"6.000000";"5.800000"
"123";"Estudiante 00123";"5.700000";"6.400000";"5.500000";"5.500000";"5.900000";"5.600000";"5.900000";"6.500000"
"124";"Estudiante 00124";"4.400000";"4.800000";"5.400000";"5.200000";"4.900000";"5.100000";"4.800000";"6.000000"
"125";"Estudiante 00125";"6.400000";"6.500000";"6.700000";"6.000000";"6.000000";"6.700000";"5.900000";"6.100000"
"126";"Estudiante 00126";"5.000000";"4.600000";"5.600000";"5.500000";"4.700000";"5.100000";"4.800000";"6.200000"
"127";"Estudiante 00127";"3.600000";"4.400000";"4.100000";"3.900000";"3.900000";"3.800000";"4.400000";"6.000000"
"128";"Estudiante 00128";"4.600000";"4.800000";"5.200000";"5.400000";"4.900000";"4.900000";"5.300000";"5.600000"
"129";"Estudiante 00129";"4.700000";"4.700000";"4.900000";"4.300000";"3.700000";"4.600000";"4.100000";"6.800000"
"130";"Estudiante 00130";"5.900000";"5.900000";"6.200000";"6.400000";"6.100000";"6.600000";"6.600000";"5.800000"
"131";"Estudiante 00131";"3.800000";"4.100000";"3.900000";"3.800000";"4.000000";"4.000000";"4.300000";"6.000000"
"132";"Estudiante 00132";"6.400000";"6.000000";"6.800000";"6.000000";"6.100000";"6.700000";"6.600000";"6.800000"
"133";"Estudiante 00133";"5.100000";"4.800000";"5.300000";"4.300000";"5.300000";"4.200000";"5.300000";"6.500000"
"134";"Estudiante 00134";"6.300000";"5.600000";"5.600000";"5.400000";"5.800000";"6.500000";"5.500000";"6.600000"
"135";"Estudiante 00135";"6.700000";"6.700000";"6.600000";"6.600000";"6.900000";"6.800000";"7.000000";"5.900000"
"136";"Estudiante 00136";"5.300000";"6.000000";"5.700000";"5.600000";"6.300000";"5.900000";"5.600000";"6.200000"
"137";"Estudiante 00137";"6.900000";"6.600000";"6.300000";"6.900000";"6.200000";"6.100000";"6.200000";"6.500000"
"138";"Estudiante 00138";"4.600000";"4.500000";"4.500000";"5.300000";"4.500000";"4.600000";"5.200000";"6.400000"
"139";"Estudiante 00139";"3.600000";"4.600000";"4.200000";"3.800000";"4.400000";"4.300000";"3.800000";"6.500000"
"140";"Estudiante 00140";"6.300000";"6.300000";"6.800000";"6.700000";"6.600000";"6.800000";"6.700000";"6.700000"
"141";"Estudiante 00141";"5.000000";"4.500000";"4.400000";"5.200000";"5.100000";"4.800000";"4.200000";"5.900000"
"142";"Estudiante 00142";"3.300000";"3.700000";"3.300000";"3.900000";"4.300000";"3.300000";"4.500000";"6.700000"
"143";"Estudiante 00143";"4.600000";"3.800000";"3.900000";"4.300000";"5.000000";"4.600000";"4.700000";"5.800000"
"144";"Estudiante 00144";"5.700000";"5.700000";"5.200000";"5.600000";"4.900000";"5.700000";"5.700000";"6.400000"
"145";"Estudiante 00145";"5.900000";"6.100000";"6.000000";"5.500000";"5.300000";"5.500000";"5.300000";"6.500000"
"146";"Estudiante 00146";"4.600000";"5.600000";"4.500000";"5.100000";"5.100000";"4.600000";"5.600000";"5.500000"
"147";"Estudiante 00147";"3.800000";"4.800000";"4.900000";"4.500000";"4.800000";"4.100000";"4.400000";"6.300000"
"148";"Estudiante 00148";"5.800000";"5.900000";"5.400000";"6.000000";"6.400000";"6.500000";"5.500000";"5.600000"
"149";"Estudiante 00149";"5.400000";"4.300000";"4.400000";"4.800000";"4.900000";"4.700000";"4.700000";"6.400000"
"150";"Estudiante 00150";"6.700000";"6.500000";"6.500000";"6.800000";"6.700000";"6.900000";"6.700000";"6.200000"
"151";"Estudiante 00151";"5.600000";"6.300000";"6.500000";"6.600000";"5.900000";"5.600000";"5.700000";"6.500000"
"152";"Estudiante 00152";"5.000000";"5.200000";"5.000000";"5.600000";"5.400000";"5.600000";"5.100000";"6.500000"
"153";"Estudiante 00153";"4.800000";"4.500000";"4.200000";"4.200000";"4.500000";"4.100000";"4.800000";"6.700000"
"154";"Estudiante 00154";"6.200000";"6.100000";"6.000000";"6.100000";"5.600000";"6.000000";"6.000000";"5.900000"
"155";"Estudiante 00155";"5.800000";"5.200000";"5.100000";"4.900000";"4.800000";"5.300000";"5.800000";"6.800000"
"156";"Estudiante 00156";"4.800000";"5.600000";"5.100000";"5.300000";"4.800000";"5.400000";"5.400000";"6.100000"
"157";"Estudiante 00157";"4.200000";"4.000000";"4.800000";"4.400000";"3.900000";"4.800000";"4.400000";"6.800000"
"158";"Estudiante 00158";"5.300000";"5.400000";"4.900000";"5.100000";"4.700000";"4.500000";"4.600000";"6.200000"
"159";"Estudiante 00159";"5.700000";"5.300000";"5.900000";"5.400000";"4.800000";"5.000000";"5.200000";"5.500000"
"160";"Estudiante 00160";"5.300000";"5.100000";"5.600000";"5.600000";"4.900000";"4.700000";"5.300000";"6.900000"
"161";"Estudiante 00161";"5.700000";"6.100000";"6.100000";"5.800000";"5.400000";"6.000000";"6.000000";"6.900000"
"162";"Estudiante 00162";"5.300000";"5.500000";"4.900000";"4.900000";"4.700000";"5.200000";"5.000000";"7.000000"
"163";"Estudiante 00163";"5.000000";"4.000000";"4.600000";"4.900000";"4.500000";"4.600000";"4.700000";"5.800000"
"164";"Estudiante 00164";"6.400000";"6.100000";"5.800000";"5.800000";"6.100000";"5.600000";"6.200000";"6.500000"
"165";"Estudiante 00165";"6.600000";"6.900000";"6.900000";"6.900000";"6.500000";"6.400000";"6.400000";"6.000000"
"166";"Estudiante 00166";"4.700000";"5.000000";"5.000000";"5.200000";"5.000000";"4.300000";"4.300000";"6.900000"
"167";"Estudiante 00167";"4.200000";"4.900000";"5.000000";"4.800000";"4.600000";"4.100000";"4.400000";"6.600000"
"168";"Estudiante 00168";"4.900000";"5.700000";"5.100000";"5.500000";"5.600000";"5.700000";"5.500000";"6.800000"
"169";"Estudiante 00169";"4.700000";"4.600000";"5.100000";"4.700000";"4.800000";"5.100000";"4.800000";"5.900000"
"170";"Estudiante 00170";"5.700000";"5.300000";"5.200000";"6.100000";"5.600000";"6.000000";"5.200000";"6.100000"
"171";"Estudiante 00171";"6.800000";"7.000000";"6.800000";"6.500000";"6.800000";"6.600000";"6.400000";"6.000000"
"172";"Estudiante 00172";"5.400000";"5.300000";"5.700000";"5.400000";"4.700000";"5.300000";"5.300000";"6.600000"
"173";"Estudiante 00173";"4.300000";"3.700000";"4.400000";"4.600000";"4.300000";"4.700000";"4.600000";"6.300000"
"174";"Estudiante 00174";"4.200000";"5.300000";"4.200000";"5.200000";"5.100000";"5.200000";"4.700000";"5.900000"
"175";"Estudiante 00175";"6.100000";"5.900000";"5.600000";"6.300000";"5.900000";"5.800000";"5.800000";"6.500000"
"176";"Estudiante 00176";"6.800000";"6.700000";"5.900000";"6.100000";"5.900000";"6.500000";"6.800000";"5.900000"
"177";"Estudiante 00177";"6.400000";"6.800000";"6.900000";"6.500000";"6.800000";"6.600000";"6.900000";"5.900000"
"178";"Estudiante 00178";"7.000000";"7.000000";"6.300000";"6.700000";"6.400000";"6.400000";"6.800000";"6.700000"
"179";"Estudiante 00179";"4.500000";"4.500000";"4.600000";"4.000000";"4.700000";"4.600000";"4.800000";"6.400000"
"180";"Estudiante 00180";"3.800000";"3.900000";"3.800000";"3.700000";"4.200000";"4.000000";"3.800000";"6.000000"
"181";"Estudiante 00181";"5.900000";"6.300000";"6.300000";"6.100000";"5.900000";"5.900000";"6.100000";"6.600000"
"182";"Estudiante 00182";"6.200000";"6.100000";"6.200000";"6.200000";"6.000000";"6.800000";"6.400000";"6.600000"
"183";"Estudiante 00183";"6.300000";"6.000000";"5.700000";"6.100000";"6.500000";"6.400000";"6.400000";"6.200000"
"184";"Estudiante 00184";"5.800000";"6.000000";"5.000000";"5.000000";"5.700000";"5.600000";"5.100000";"6.900000"
"185";"Estudiante 00185";"4.800000";"4.400000";"4.500000";"4.600000";"4.300000";"4.800000";"4.300000";"6.500000"
"186";"Estudiante 00186";"5.500000";"5.300000";"4.800000";"4.600000";"5.500000";"5.200000";"4.900000";"5.700000"
"187";"Estudiante 00187";"4.200000";"3.500000";"3.600000";"4.000000";"3.600000";"3.900000";"4.400000";"6.800000"
"188";"Estudiante 00188";"5.700000";"4.700000";"5.400000";"4.900000";"5.000000";"4.700000";"4.700000";"6.300000"
"189";"Estudiante 00189";"6.500000";"7.000000";"6.600000";"6.100000";"6.500000";"6.700000";"6.900000";"6.100000"
"190";"Estudiante 00190";"5.600000";"4.900000";"4.500000";"4.600000";"5.200000";"5.000000";"4.800000";"6.400000"
"191";"Estudiante 00191";"6.400000";"6.400000";"6.300000";"5.900000";"6.100000";"5.700000";"6.400000";"6.500000"
"192";"Estudiante 00192";"6.100000";"5.800000";"5.500000";"6.000000";"5.900000";"6.000000";"6.000000";"6.600000"
"193";"Estudiante 00193";"5.800000";"5.600000";"5.800000";"5.800000";"5.400000";"6.300000";"6.000000";"5.900000"
"194";"Estudiante 00194";"4.500000";"4.400000";"3.500000";"4.400000";"3.600000";"3.600000";"4.000000";"6.500000"
"195";"Estudiante 00195";"5.800000";"6.400000";"5.400000";"5.900000";"5.800000";"6.200000";"5.900000";"6.000000"
"196";"Estudiante 00196";"5.300000";"5.100000";"5.300000";"5.200000";"5.600000";"5.200000";"5.700000";"6.000000"
"197";"Estudiante 00197";"5.600000";"6.000000";"6.300000";"5.400000";"5.700000";"6.300000";"6.200000";"6.500000"
"198";"Estudiante 00198";"6.300000";"6.400000";"6.100000";"5.700000";"6.000000";"6.400000";"6.300000";"6.000000"
"199";"Estudiante 00199";"4.500000";"4.400000";"4.700000";"4.400000";"4.200000";"4.800000";"4.500000";"6.000000"
"200";"Estudiante 00200";"6.200000";"6.900000";"6.600000";"6.400000";"6.900000";"6.900000";"6.600000";"7.000000"
"201";"Estudiante 00201";"3.500000";"3.800000";"3.900000";"3.900000";"4.100000";"4.400000";"3.600000";"6.100000"
"202";"Estudiante 00202";"6.500000";"6.600000";"6.600000";"6.400000";"6.500000";"6.400000";"6.400000";"6.700000"
"203";"Estudiante 00203";"4.200000";"4.800000";"4.400000";"4.100000";"4.300000";"4.400000";"4.700000";"6.200000"
"204";"Estudiante 00204";"5.300000";"5.100000";"4.300000";"4.200000";"4.900000";"5.000000";"4.900000";"5.800000"
"205";"Estudiante 00205";"6.500000";"6.300000";"6.600000";"6.800000";"7.000000";"6.500000";"6.800000";"6.000000"
"206";"Estudiante 00206";"5.000000";"4.500000";"5.000000";"5.000000";"5.200000";"4.900000";"5.300000";"5.800000"
"207";"Estudiante 00207";"5.400000";"5.400000";"5.900000";"5.900000";"5.300000";"5.000000";"5.100000";"6.200000"
"208";"Estudiante 00208";"6.700000";"6.200000";"6.300000";"6.600000";"6.400000";"6.800000";"6.300000";"6.800000"
"209";"Estudiante 00209";"3.500000";"4.200000";"3.800000";"3.800000";"4.200000";"3.500000";"3.300000";"6.100000"
"210";"Estudiante 00210";"4.400000";"4.400000";"5.300000";"4.300000";"4.500000";"4.300000";"4.800000";"6.600000"
"211";"Estudiante 00211";"5.900000";"6.000000";"6.600000";"6.400000";"6.000000";"5.700000";"6.200000";"6.500000"
"212";"Estudiante 00212";"4.600000";"4.600000";"4.900000";"5.000000";"4.700000";"5.100000";"4.300000";"6.700000"
"213";"Estudiante 00213";"5.100000";"4.100000";"4.700000";"4.500000";"4.300000";"4.300000";"4.400000";"6.300000"
"214";"Estudiante 00214";"4.600000";"4.600000";"3.600000";"4.500000";"3.700000";"3.700000";"4.300000";"6.600000"
"215";"Estudiante 00215";"6.000000";"6.100000";"6.000000";"5.500000";"5.500000";"5.400000";"6.400000";"6.700000"
"216";"Estudiante 00216";"4.900000";"4.400000";"4.700000";"4.600000";"4.700000";"3.900000";"4.200000";"6.800000"
"217";"Estudiante 00217";"6.500000";"5.500000";"5.400000";"6.100000";"6.500000";"5.400000";"5.500000";"6.900000"
"218";"Estudiante 00218";"4.900000";"4.900000";"5.100000";"5.700000";"4.900000";"5.800000";"6.100000";"5.700000"
"219";"Estudiante 00219";"5.900000";"6.000000";"6.200000";"6.400000";"6.400000";"5.900000";"6.500000";"5.600000"
"220";"Estudiante 00220";"4.900000";"4.500000";"4.600000";"5.400000";"5.400000";"5.400000";"5.400000";"6.900000"
"221";"Estudiante 00221";"4.200000";"4.500000";"4.700000";"4.900000";"4.900000";"4.000000";"4.000000";"5.700000"
"222";"Estudiante 00222";"5.800000";"5.700000";"5.200000";"5.700000";"5.100000";"5.000000";"5.100000";"5.500000"
"223";"Estudiante 00223";"5.700000";"5.200000";"5.900000";"5.100000";"5.100000";"4.900000";"5.700000";"6.800000"
"224";"Estudiante 00224";"5.700000";"5.600000";"5.700000";"5.800000";"5.600000";"6.100000";"5.300000";"6.800000"
"225";"Estudiante 00225";"5.800000";"5.900000";"6.400000";"6.700000";"6.100000";"6.700000";"6.400000";"5.900000"
